#OK
#SQL= select x,y,z,fofID,centralMvir,stellarMass,type
#	  from millimil..DeLucia2006a    
#	 where snapnum=63    
#	   and stellarMass > 0.1
#	
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2018-02-20 16:23:15.316 CET
#QUERYTIME 23 millisec
#COLUMN 1 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 2 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=fofID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=centralMvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=stellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=type JDBC_TYPE=4 JDBC_TYPENAME=int
#x,y,z,fofID,centralMvir,stellarMass,type
10.096706,30.97174,23.562378,63000000000089,2440.4783,0.5703146,1
9.820253,30.567698,22.85038,63000000000089,2440.4783,0.551652,1
10.77597,31.27862,23.125643,63000000002590,2.9262328,0.2579916,0
8.661295,31.354269,23.122208,63000100000841,22.635271,0.8503699,0
19.81724,24.840963,21.851301,63000000000108,2222.3877,8.487558,0
19.828617,24.847008,21.853672,63000000000108,2222.3877,0.40417412,2
19.78861,24.84181,22.107948,63000000000108,2222.3877,0.27436027,2
19.761024,24.796253,21.64669,63000000000108,2222.3877,0.10884272,2
19.920647,24.89691,21.864231,63000000000108,2222.3877,12.450663,2
19.905619,24.950642,21.871231,63000000000108,2222.3877,0.24379264,2
19.964645,24.94123,21.824997,63000000000108,2222.3877,1.1926361,2
19.946115,24.91595,21.852701,63000000000108,2222.3877,3.5324292,2
19.99735,25.125093,21.709316,63000000000108,2222.3877,0.22631602,2
19.783983,25.003815,21.765615,63000000000108,2222.3877,0.43974245,2
19.936653,24.738447,21.734547,63000000000108,2222.3877,0.32941484,2
19.938148,24.886059,21.830317,63000000000108,2222.3877,0.18611194,2
19.68573,24.536625,22.028555,63000000000108,2222.3877,0.15963666,2
19.809052,24.836655,21.817503,63000000000108,2222.3877,0.11344683,2
19.695026,24.823078,21.849184,63000000000108,2222.3877,4.286651,1
19.873035,24.731579,22.054033,63000000000108,2222.3877,0.18084869,2
19.531818,25.055563,21.82567,63000000000108,2222.3877,0.61051446,1
19.49401,24.800013,21.336416,63000000000108,2222.3877,1.0319868,1
19.88662,24.827166,21.933657,63000000000108,2222.3877,1.1913289,1
20.122576,24.865108,22.284952,63000000000108,2222.3877,0.2642375,1
19.78263,25.237764,21.916481,63000000000108,2222.3877,0.10094845,1
19.575169,24.829313,21.806234,63000000000108,2222.3877,0.27629265,1
20.08721,25.483875,21.973452,63000000001123,5.3360715,0.4512442,0
19.633823,25.14894,21.276073,63000000001300,9.983618,0.37349653,0
20.14479,25.482426,21.697412,63000000001965,4.4754148,0.13047437,0
7.457952,30.220419,22.63634,63000000000121,1471.0344,15.380048,0
7.4255934,30.255198,22.586075,63000000000121,1471.0344,0.47788015,2
7.5250306,30.277954,22.653513,63000000000121,1471.0344,0.3563731,2
7.4923043,30.225506,22.640898,63000000000121,1471.0344,0.58562255,2
7.40562,30.151,22.59641,63000000000121,1471.0344,0.5671976,2
7.566608,30.24259,22.60943,63000000000121,1471.0344,0.2495636,2
7.565643,30.019836,22.636656,63000000000121,1471.0344,0.71244705,2
7.466099,30.513021,22.395489,63000000000121,1471.0344,0.12880126,2
7.270511,30.350002,22.71931,63000000000121,1471.0344,0.3374449,2
7.3649015,30.041143,22.703629,63000000000121,1471.0344,0.6388942,2
7.6176915,30.511652,22.428871,63000000000121,1471.0344,0.2768963,2
7.156865,30.568485,23.008503,63000000000121,1471.0344,1.6590979,1
6.9262657,30.686914,22.506502,63000000000121,1471.0344,2.666253,1
7.162446,30.386698,22.95916,63000000000121,1471.0344,2.6080358,1
7.1966925,30.219616,23.331606,63000000000121,1471.0344,0.5498278,1
7.2989554,30.508127,22.428804,63000000000121,1471.0344,0.76150435,1
7.095311,29.749365,22.818207,63000000000121,1471.0344,0.43439582,1
7.431096,30.56392,22.340725,63000000000121,1471.0344,0.37040412,1
7.1414213,30.622377,22.846346,63000000000121,1471.0344,1.0279785,1
7.5225663,30.500862,22.723904,63000000000121,1471.0344,2.9230676,1
7.872681,30.388351,22.276152,63000000000121,1471.0344,0.23043951,1
7.446869,29.881535,22.544113,63000000000121,1471.0344,0.35674486,1
16.8268,5.787545,28.444777,63000000000140,1483.8583,9.688339,0
16.785532,5.935445,28.334393,63000000000140,1483.8583,0.14137632,2
16.860584,5.8351307,28.404097,63000000000140,1483.8583,0.9656149,2
16.91008,5.743239,28.418308,63000000000140,1483.8583,0.16018455,2
16.764914,5.7701273,28.525309,63000000000140,1483.8583,0.42396313,2
16.822868,5.79276,28.41017,63000000000140,1483.8583,0.72465914,2
16.884878,5.670279,28.456072,63000000000140,1483.8583,0.9604986,2
16.78207,5.878963,28.396101,63000000000140,1483.8583,0.27305472,2
16.8305,5.732081,28.30582,63000000000140,1483.8583,0.1831108,2
16.111761,6.111579,28.51868,63000000000140,1483.8583,0.24115053,2
16.768785,6.191399,28.913828,63000000000140,1483.8583,0.6171692,2
16.817675,5.6867867,28.436424,63000000000140,1483.8583,4.23982,2
17.030155,6.06182,28.510544,63000000000140,1483.8583,0.21083409,2
16.96985,5.4177938,28.58963,63000000000140,1483.8583,5.8105426,1
17.078735,5.4214396,28.650192,63000000000140,1483.8583,0.1627149,2
17.396214,6.1368365,28.225624,63000000000140,1483.8583,4.703329,1
16.546022,5.1270547,28.549337,63000000000140,1483.8583,0.8078001,1
16.511894,5.1327395,28.566673,63000000000140,1483.8583,0.15371339,2
16.710882,5.65729,28.46273,63000000000140,1483.8583,2.1620612,1
16.362154,5.107352,28.826307,63000000000140,1483.8583,0.13932425,1
17.083925,5.454691,28.470774,63000000000140,1483.8583,0.7630603,1
16.93664,5.5702105,28.592676,63000000000140,1483.8583,0.5953834,1
17.256819,5.195124,28.470665,63000000000140,1483.8583,0.11615793,1
16.993631,5.500517,28.47185,63000000000140,1483.8583,0.18630505,1
16.821102,5.6766667,28.502306,63000000000140,1483.8583,0.10602058,1
17.172993,5.779089,28.524105,63000000000140,1483.8583,0.33459878,1
12.10311,27.600489,22.129896,63000000000191,1298.9031,7.4551306,0
12.118436,27.566538,22.143253,63000000000191,1298.9031,0.35195425,2
12.002403,27.533344,22.196844,63000000000191,1298.9031,0.24261358,2
12.179336,27.595648,22.002596,63000000000191,1298.9031,0.38174677,2
11.851545,28.116106,22.411823,63000000000191,1298.9031,0.13097124,2
12.124534,27.61828,22.114328,63000000000191,1298.9031,5.6197414,2
12.01306,27.517826,22.330751,63000000000191,1298.9031,0.15743443,2
12.152258,27.328903,22.265118,63000000000191,1298.9031,0.14942117,2
12.177871,27.499784,22.011621,63000000000191,1298.9031,0.49433285,2
12.17738,27.762398,21.941156,63000000000191,1298.9031,0.25283462,2
12.29526,27.79232,21.977974,63000000000191,1298.9031,7.671508,1
12.907976,27.842068,21.816666,63000000000191,1298.9031,0.20895158,2
12.548866,27.177916,22.234907,63000000000191,1298.9031,1.0627542,1
11.948119,27.293064,22.190243,63000000000191,1298.9031,0.33125368,1
11.535826,27.155535,21.794798,63000000001366,8.692633,0.3087507,0
12.407489,26.96038,21.508272,63000000002265,2.840167,0.108442344,0
25.516758,22.55193,24.558512,63000000000202,1267.9194,7.1941595,0
25.586826,22.583584,24.521229,63000000000202,1267.9194,0.11101042,2
25.325216,22.41463,24.361357,63000000000202,1267.9194,0.12425948,2
25.522934,22.55032,24.553059,63000000000202,1267.9194,2.756824,2
25.532785,22.639574,24.73777,63000000000202,1267.9194,0.6096819,2
26.139713,22.437965,24.11731,63000000000202,1267.9194,2.2929358,1
25.605515,22.610811,24.708868,63000000000202,1267.9194,5.391743,1
25.639381,22.462154,24.525335,63000000000202,1267.9194,0.12170829,2
25.596806,22.506979,24.645048,63000000000202,1267.9194,0.16636193,2
25.366148,22.697794,24.73599,63000000000202,1267.9194,3.4551287,1
25.733421,22.625774,24.780952,63000000000202,1267.9194,0.109911546,2
25.698423,22.855919,24.844992,63000000000202,1267.9194,1.2909483,1
25.617966,22.425943,24.766047,63000000000202,1267.9194,1.8055573,1
25.464514,22.72362,24.81997,63000000000202,1267.9194,0.55211365,1
25.703598,22.618183,24.690943,63000000000202,1267.9194,0.52236426,1
25.572813,22.607471,24.99032,63000000000202,1267.9194,0.34118727,1
25.793833,22.477661,24.605421,63000000000202,1267.9194,0.10709523,1
25.661373,22.700947,24.648436,63000000000202,1267.9194,0.20332043,1
25.787203,23.001026,24.34012,63000000002212,4.3893495,0.27089268,0
26.431805,22.28519,25.547564,63000000000311,480.50464,3.602676,0
26.395075,22.27663,25.642113,63000000000311,480.50464,0.25042388,2
26.460907,22.306803,25.494646,63000000000311,480.50464,0.23244213,2
26.393816,22.302088,25.502636,63000000000311,480.50464,0.6651429,2
26.541306,22.300213,25.66175,63000000000311,480.50464,0.10023751,2
26.449923,22.239132,25.472475,63000000000311,480.50464,0.19928126,2
26.355684,22.415098,25.39459,63000000000311,480.50464,0.18915205,2
26.651562,22.150017,25.65028,63000000000311,480.50464,0.639388,1
26.547207,22.574423,25.76552,63000000000311,480.50464,0.14342873,1
26.353668,22.400768,25.434082,63000000000311,480.50464,0.13934296,1
8.451708,3.0079422,25.885489,63000000000216,936.6527,10.81753,0
8.4351425,3.0274403,25.914574,63000000000216,936.6527,0.13556093,2
8.453992,3.0181017,25.89256,63000000000216,936.6527,0.11181376,2
8.482345,3.0539787,25.84114,63000000000216,936.6527,0.102078795,2
8.380997,2.961633,25.831787,63000000000216,936.6527,0.14919415,2
8.474435,2.9774806,25.859463,63000000000216,936.6527,5.8442273,2
8.441871,3.1354039,25.799759,63000000000216,936.6527,0.5384058,2
8.259202,3.1615527,26.008787,63000000000216,936.6527,0.26309142,2
8.155739,3.2723503,26.345581,63000000000216,936.6527,0.103911854,2
8.804238,2.9060717,26.202602,63000000000216,936.6527,1.7934136,1
8.618827,3.1434097,25.953379,63000000000216,936.6527,0.7381193,1
8.557093,2.4308922,25.666609,63000000000216,936.6527,0.113846734,1
8.231873,3.426255,26.072676,63000000000216,936.6527,0.1996092,1
8.238611,3.2027662,26.147783,63000000000216,936.6527,0.91744107,1
8.380758,3.0949025,25.942078,63000000000216,936.6527,0.9612322,1
8.231619,2.7485635,25.860323,63000000000216,936.6527,0.107529394,1
8.942736,2.6467862,26.521994,63000000003292,1.8073791,0.14289014,0
5.8982577,24.808624,21.478218,63000000000226,944.74286,9.675755,0
5.92366,24.790165,21.447216,63000000000226,944.74286,0.44650003,2
5.916488,24.840923,21.413137,63000000000226,944.74286,0.26940635,2
5.995172,24.404928,21.634933,63000000000226,944.74286,0.2896953,2
5.8537703,24.866896,21.376612,63000000000226,944.74286,1.0661038,2
5.8660774,24.693787,21.47738,63000000000226,944.74286,3.306099,2
6.374216,25.128527,21.506838,63000000000226,944.74286,1.1776962,1
6.021146,24.315289,21.442032,63000000000226,944.74286,0.17850843,1
20.722353,0.035439517,25.065374,63000000000229,647.2999,2.8930326,0
20.76503,0.054073937,25.09011,63000000000229,647.2999,0.36536393,2
20.767202,0.039671592,25.03957,63000000000229,647.2999,1.6599159,2
20.813076,0.0066663856,24.919128,63000000000229,647.2999,2.9597862,1
20.79948,0.053305004,25.240818,63000000000229,647.2999,2.5647094,1
20.910774,62.171326,25.184212,63000000000229,647.2999,0.40097275,1
20.77518,62.187572,24.697866,63000000000229,647.2999,0.28381196,1
20.758842,62.42182,25.396132,63000000000229,647.2999,0.32965112,1
20.934765,0.1042448,24.952543,63000000000229,647.2999,0.55565107,1
20.447348,62.260986,25.024904,63000000000229,647.2999,0.10776418,1
20.645105,0.058509402,24.566088,63000000000229,647.2999,0.14736962,1
20.77034,0.25709447,25.376318,63000000000229,647.2999,0.10341038,1
20.767157,61.9188,25.342096,63000100000835,19.192644,0.85417163,0
20.30913,0.7103565,25.046427,63000000001888,5.0778747,0.1791574,0
2.1392992,25.96435,20.067305,63000000000241,464.8407,5.6115236,0
2.1589162,25.971428,20.017544,63000000000241,464.8407,0.10885072,2
2.1134863,25.93933,20.01236,63000000000241,464.8407,2.008913,2
2.0962856,25.944857,20.045591,63000000000241,464.8407,0.9889969,2
1.8696905,25.754648,19.986467,63000000000241,464.8407,3.6335118,1
1.8570001,25.754562,19.989313,63000000000241,464.8407,2.0799282,2
1.9561598,25.712576,20.095116,63000000000241,464.8407,0.84471226,1
2.1123743,25.813982,19.908718,63000000000241,464.8407,0.56154025,1
2.3216949,26.018045,20.369772,63000000000241,464.8407,0.81625557,1
2.401574,26.021626,20.163681,63000000000241,464.8407,0.21120553,1
2.091631,26.051702,20.039494,63000000000241,464.8407,0.57476497,1
1.6563985,25.626436,20.00702,63000000000241,464.8407,0.11408102,1
1.7272851,25.910986,19.980272,63000000000241,464.8407,0.11060691,1
2.14533,25.254417,20.082531,63000000001013,12.651653,0.38306546,0
1.657082,25.057327,20.084698,63000000001001,11.360668,0.34588608,0
1.614789,25.299944,19.95679,63000000001001,11.360668,0.13144529,1
1.5762646,25.332737,20.269022,63000000001672,5.508203,0.22366624,0
2.0226264,25.062325,19.97601,63000000001765,6.1106625,0.1686643,0
3.7505991,26.821297,19.4673,63000000000847,31.930365,1.5062859,0
26.49347,21.599144,2.3630254,63000000000252,624.2343,12.030256,0
26.59714,21.612753,2.4435973,63000000000252,624.2343,0.18737283,2
26.470148,21.415218,2.5087137,63000000000252,624.2343,0.31735227,1
26.396557,21.676247,2.2788367,63000000000252,624.2343,0.5082393,1
27.768717,0.18680258,27.305887,63000000000258,346.32825,3.5528884,0
27.633236,0.19318801,27.352674,63000000000258,346.32825,4.048252,2
27.31537,0.54304874,27.454037,63000000000258,346.32825,0.13891879,2
27.52387,0.21674365,27.281214,63000000000258,346.32825,1.9767572,2
27.526258,0.10659831,27.332445,63000000000258,346.32825,3.1538355,1
27.33874,0.102922164,27.120237,63000000000258,346.32825,0.4206971,1
27.492983,0.07478172,27.175901,63000000000258,346.32825,0.15466304,1
27.931978,0.09060089,27.34093,63000000000258,346.32825,0.13443564,1
27.78707,0.15033837,27.455898,63000000000258,346.32825,0.112776086,1
