-2.45	110317.089119	29232.1512176	
-2.35	55289.0179047	16114.9019869	
-2.25	39255.7557546	10543.9088936	
-2.15	31247.5052989	6090.84522557	
-2.05	27261.3533522	5090.09777632	
-1.95	16569.6803649	2310.02492161	
-1.85	8304.01345139	1045.19162409	
-1.75	6206.03808667	558.102264708	
-1.65	4537.23697308	387.857691408	
-1.55	2878.81863025	188.945560024	
-1.45	2269.71400104	174.339325359	
-1.35	1468.79297597	107.396540719	
-1.25	1035.84019611	71.1268360686	
-1.15	801.044969338	40.895185322	
-1.05	546.567267329	30.7854758184	
-0.95	415.011291266	32.4761872214	
-0.85	285.450113078	24.5186639841	
-0.75	197.844290706	19.2017745883	
-0.65	140.893102779	14.0871035131	
-0.55	95.6481806547	10.9412002888	
-0.45	64.6392630259	8.79991493663	
-0.35	42.5961791179	6.25724557572	
-0.25	26.9485008763	4.43800971023	
-0.15	16.827850949	3.01857438043	
-0.05	9.94554484587	1.97886261854	
0.05	5.66809992156	1.26013793978	
0.15	3.20291961437	0.822885954188	
0.25	1.83683547754	0.500698674166	
0.35	1.0516125	0.26296994404	
0.45	0.518141330781	0.181873854435	
0.55	0.231241806312	0.151069277789	
0.65	0.119949995176	0.16186338385	
0.75	-0.0842622769552	0.122124667545	
0.85	-0.215913662393	0.0771181039154	
0.95	-0.329881493752	0.053571314705	
1.05	-0.389970752325	0.0361671302101	
1.15	-0.451692958502	0.0256487733966	
1.25	-0.483915526188	0.0257724810132	
1.35	-0.640321369922	0.0205774902889	
1.45	-0.954474579783	0.00340319700915	
